Name,G,W,L,T,AB,H,Doubles,Triples,HR,RunsScored,SB,CS,BatterBB,BatterHBP,SacFlies,SacBunts,IP,RunsAllowed,ER,ERA,PitcherHBP,PO,A,E,DP,NCAA,WCWS,Conference,ConfNumBids,ConfTop16
Belmont,57,35,22,0,1574,472,69,7,44,286,10,9,,,,,392.1,224,194,3.46,,1177,441,58,15,No,No,OVC,1,0
Bethune-Cookman,57,24,33,0,1481,443,59,9,37,294,100,18,,,,,361.1,311,249,4.82,,1084,483,72,17,No,No,MEAC,1,0
Binghamton,47,22,25,0,1239,346,55,20,28,228,65,12,,,,,310,245,197,4.45,,930,427,51,16,No,No,America East,1,0
Boise St.,48,30,18,0,1327,419,60,7,34,263,71,17,,,,,313,192,160,3.58,,939,386,61,25,No,No,MWC,2,0
Boston College,53,31,22,0,1425,399,57,7,30,221,78,21,,,,,356.1,168,132,2.59,,1069,439,56,11,No,No,ACC,3,1
Boston U.,52,25,27,0,1444,396,54,10,19,218,59,10,,,,,347.2,204,158,3.18,12,1043,451,62,13,No,No,Patriot,1,0
Bowling Green,56,24,32,0,1466,383,50,5,16,181,42,9,,,,,358,220,176,3.44,,1074,429,61,17,No,No,MAC,1,0
Bradley,53,21,32,0,1379,374,62,13,30,208,54,12,,,,,339,277,217,4.48,,1017,394,66,17,No,No,MVC,1,0
Brown,45,16,29,0,1166,322,61,8,32,186,24,7,,,,,279,234,167,4.19,,837,408,64,15,No,No,Ivy,1,0
Bryant,48,12,36,0,1150,239,35,5,10,118,37,17,,,,,309.2,265,211,4.77,,929,348,53,14,No,No,Northeast,1,0
Bucknell,43,23,20,0,1172,319,40,10,10,177,51,19,,,,,291.1,138,97,2.33,,874,345,45,9,No,No,Patriot,1,0
Buffalo,55,9,46,0,1411,333,58,8,10,140,60,17,,,,,352.1,313,220,4.37,,1057,483,111,18,No,No,MAC,1,0
Butler,52,23,29,0,1321,360,58,8,24,211,60,20,,,,,333.1,291,218,4.58,,999,372,78,20,No,No,Big East,1,0
BYU,55,44,11,0,1386,444,76,17,54,332,65,13,188,33,11,47,349.2,125,109,2.18,16,1049,356,30,12,Auto,No,WCC,1,0
Cal Poly,53,34,19,0,1393,361,52,9,17,179,13,8,,,,,380,104,69,1.27,,1140,339,57,13,No,No,Big West,1,0
Cal St. Fullerton,54,33,21,0,1457,387,47,5,25,191,63,23,,,,,381,171,140,2.57,,1143,385,56,12,Auto,No,Big West,1,0
California,52,30,22,0,1314,343,55,10,11,203,48,11,,,,,336.2,188,161,3.35,3,1010,416,52,17,At-large,No,Pac-12,8,5
Campbell,56,29,27,0,1576,461,76,10,38,299,89,20,,,,,389.1,272,231,4.15,,1168,520,48,31,No,No,Big South,1,0
Canisius,53,21,32,0,1438,403,69,3,29,201,57,25,,,,,358.1,231,171,3.34,,1075,463,89,12,No,No,MAAC,1,0
Central Ark.,60,26,34,0,1507,346,61,10,19,228,83,10,,,,,400,223,175,3.06,,1200,593,82,25,No,No,Southland,1,0
Central Conn. St.,39,15,24,0,1021,242,48,4,16,137,35,4,,,,,254,158,135,3.72,17,762,299,30,20,No,No,Northeast,1,0
Central Mich.,52,37,15,0,1395,402,66,12,17,234,60,18,,,,,355,122,97,1.91,15,1065,339,51,19,No,No,MAC,1,0
Charleston So.,62,26,36,0,1547,389,66,4,65,240,62,14,,,,,406,292,223,3.84,,1218,439,83,14,No,No,Big South,1,0
Charlotte,53,30,23,0,1359,408,66,9,31,239,76,14,,,,,339.2,224,190,3.92,,1019,323,47,6,No,No,C-USA,3,0
Chattanooga,53,15,38,0,1396,389,65,5,29,189,24,5,,,,,342.2,325,251,5.13,,1028,466,86,20,No,No,Southern,1,0
Cleveland St.,52,8,44,0,1291,294,37,3,16,125,27,13,,,,,321.2,334,262,5.7,17,971,365,91,7,No,No,Horizon,1,0
Coastal Caro.,55,32,23,0,1302,339,56,4,38,211,58,13,,,,,356,192,143,2.81,,1068,333,65,8,No,No,Big South,1,0
Col. of Charleston,56,33,23,0,1509,457,76,9,33,264,71,20,,,,,380,214,177,3.26,,1140,484,52,27,No,No,CAA,1,0
Colgate,44,13,30,1,1126,307,60,8,29,172,42,16,,,,,276,275,211,5.35,,828,335,78,15,No,No,Patriot,1,0
Colorado St.,50,28,22,0,1336,356,55,11,35,234,38,5,,,,,337,206,168,3.49,,1011,467,54,25,No,No,MWC,2,0
Columbia,48,20,28,0,1256,347,69,6,37,205,20,7,,,,,306.1,248,190,4.34,,919,346,66,7,No,No,Ivy,1,0
Coppin St.,52,10,42,0,1297,334,52,3,12,179,27,8,,,,,321,386,321,7,,963,363,81,15,No,No,MEAC,1,0
Cornell,42,13,28,1,1176,332,68,5,24,167,9,4,,,,,273.2,254,211,5.4,,821,359,39,4,No,No,Ivy,1,0
Creighton,50,18,32,0,1275,330,46,6,26,196,22,12,,,,,316,290,222,4.92,,948,334,69,12,No,No,Big East,1,0
CSU Bakersfield,45,12,33,0,1145,292,43,5,16,179,36,8,,,,,288.1,310,248,6.02,,865,376,61,23,No,No,WAC,1,0
CSUN,54,32,22,0,1408,401,77,15,51,266,72,15,,,,,359,197,149,2.91,,1077,467,72,23,No,No,Big West,1,0
Dartmouth,40,11,28,1,1051,295,38,9,24,150,36,14,,,,,250.2,261,215,6,,752,259,46,7,No,No,Ivy,1,0
Dayton,56,29,27,0,1499,450,96,6,20,253,67,20,,,,,364,219,168,3.23,,1092,299,67,12,No,No,Atlantic 10,1,0
Delaware,53,24,29,0,1413,413,60,10,29,230,64,19,,,,,337.1,315,220,4.57,,1012,413,85,13,No,No,CAA,1,0
Delaware St.,48,19,29,0,1240,330,61,2,19,160,9,3,,,,,308.1,257,195,4.43,,925,442,78,12,No,No,MEAC,1,0
DePaul,50,29,21,0,1325,370,69,8,44,246,36,9,,,,,331.2,210,172,3.63,14,995,457,64,5,Auto,No,Big East,1,0
Detroit Mercy,52,18,34,0,1358,352,52,7,18,183,59,25,,,,,341,266,201,4.13,,1023,483,85,22,No,No,Horizon,1,0
Drake,55,28,27,0,1354,337,54,6,24,186,78,19,,,,,354.1,252,190,3.75,,1062,466,82,17,No,No,MVC,1,0
Drexel,49,19,30,0,1291,348,64,5,25,203,41,9,,,,,309.2,270,223,5.04,,929,356,57,13,No,No,CAA,1,0
East Carolina,56,26,30,0,1412,351,64,2,64,255,19,6,,,,,359.2,262,222,4.32,,1078,361,45,8,No,No,AAC,1,0
Eastern Ill.,49,28,21,0,1300,354,45,7,24,205,68,15,,,,,325.2,160,120,2.58,,977,340,56,11,No,No,OVC,1,0
Eastern Ky.,58,27,31,0,1541,461,93,7,34,277,66,17,,,,,377.2,245,183,3.39,,1133,481,77,13,No,No,OVC,1,0
Eastern Mich.,51,17,34,0,1282,332,60,1,20,150,26,12,,,,,324,265,212,4.58,,972,407,73,17,No,No,MAC,1,0
Elon,53,32,21,0,1366,361,60,13,18,222,33,6,,,,,360,192,147,2.86,,1077,391,65,19,No,No,CAA,1,0
ETSU,53,29,24,0,1405,405,78,7,34,236,6,5,,,,,353.2,213,166,3.29,,1061,331,53,7,Auto,No,Southern,1,0
Evansville,53,20,33,0,1344,328,47,7,36,177,66,17,,,,,345.1,292,206,4.18,,1036,431,95,11,No,No,MVC,1,0
Fairfield,52,26,26,0,1334,357,51,11,15,196,37,11,,,,,342.2,220,183,3.74,,1028,378,49,12,Auto,No,MAAC,1,0
Fairleigh Dickinson,42,5,37,0,1051,259,37,2,10,93,19,19,,,,,261.2,326,238,6.37,,785,323,88,11,No,No,Northeast,1,0
FGCU,60,30,30,0,1543,396,57,13,19,210,71,10,,,,,400.2,213,162,2.83,17,1202,479,76,14,No,No,Atlantic Sun,1,0
FIU,58,45,13,0,1476,427,57,6,38,287,80,13,,,,,387.2,116,96,1.73,,1163,354,36,26,At-large,No,C-USA,3,0
Fla. Atlantic,56,35,21,0,1456,400,45,10,26,229,108,20,,,,,387.1,168,120,2.17,,1162,482,72,20,No,No,C-USA,3,0
Florida,56,50,6,0,1420,437,77,13,44,337,90,12,253,57,21,23,370.1,53,39,0.74,17,1111,302,20,9,At-large,Yes,SEC,13,8
Florida A&M,54,23,30,1,1435,372,56,13,31,236,66,21,,,,,367,234,182,3.47,,1101,368,91,14,Auto,No,MEAC,1,0
Florida St.,58,51,6,1,1492,498,80,23,64,399,103,25,242,45,32,23,377.1,104,76,1.41,16,1132,413,50,20,Auto,No,ACC,3,1
Fordham,60,45,15,0,1628,507,89,12,53,377,85,15,257,28,17,11,395,153,115,2.04,,1185,429,62,11,Auto,No,Atlantic 10,1,0
Fresno St.,55,34,21,0,1442,417,63,17,43,291,22,6,,,,,373.1,211,159,2.98,,1120,334,62,6,At-large,No,MWC,2,0
Furman,54,31,23,0,1414,380,68,7,31,225,47,12,,,,,356,169,132,2.6,,1068,370,51,13,No,No,Southern,1,0
Ga. Southern,53,24,29,0,1345,353,58,10,43,228,32,6,,,,,343.2,296,221,4.5,,1031,356,80,10,No,No,Sun Belt,2,0
Gardner-Webb,50,16,34,0,1276,314,59,9,14,185,8,1,,,,,328.1,260,195,4.16,,985,436,73,14,No,No,Big South,1,0
George Mason,56,23,33,0,1449,345,54,9,10,169,36,6,,,,,374.2,229,157,2.93,,1124,368,102,10,No,No,Atlantic 10,1,0
George Washington,52,28,24,0,1410,426,83,9,33,260,73,7,,,,,341.1,236,186,3.81,,1024,431,55,18,No,No,Atlantic 10,1,0
Georgetown,48,11,37,0,1272,350,43,4,27,177,34,6,,,,,300.2,308,252,5.87,,902,236,51,7,No,No,Big East,1,0
Georgia,54,33,21,0,1423,482,60,15,26,302,103,16,159,23,9,27,341.2,173,126,2.58,,1025,344,67,9,At-large,No,SEC,13,8
Georgia St.,57,34,23,0,1585,476,65,5,49,309,44,5,,,,,385,248,203,3.69,,1155,469,59,16,No,No,Sun Belt,2,0
Georgia Tech,53,19,34,0,1444,369,59,4,54,234,38,11,,,,,374.2,296,258,4.82,,1124,395,59,21,No,No,ACC,3,1
Grambling,45,13,32,0,1053,277,48,9,11,164,66,7,,,,,258.1,340,232,6.29,,775,353,98,10,No,No,SWAC,1,0
Grand Canyon,54,36,18,0,1462,471,88,11,25,290,40,7,117,27,17,45,354,201,166,3.28,48,1059,471,49,24,No,No,WAC,1,0
Green Bay,35,4,31,0,903,234,37,5,14,96,19,7,,,,,211.2,256,221,7.31,17,635,245,37,10,No,No,Horizon,1,0
Hampton,45,23,22,0,1172,312,54,11,19,189,78,20,,,,,296,172,124,2.93,,888,407,55,20,No,No,MEAC,1,0
Hartford,49,4,45,0,1147,237,43,4,21,113,37,15,,,,,289,363,263,6.37,,867,400,104,18,No,No,America East,1,0
Harvard,41,22,19,0,1095,307,54,9,21,185,41,10,,,,,272.1,174,146,3.75,,817,380,38,3,No,No,Ivy,1,0
Hawaii,52,29,23,0,1353,382,52,5,43,199,32,7,,,,,351,141,119,2.37,,1053,437,60,18,No,No,MWC,2,0
Hofstra,50,27,23,0,1262,347,64,5,38,210,20,8,,,,,320.1,208,180,3.93,,961,316,40,15,No,No,CAA,1,0
Holy Cross,43,13,30,0,1113,294,41,8,11,124,13,10,,,,,272.2,254,204,5.24,,818,397,62,10,No,No,Patriot,1,0
Houston,55,30,25,0,1449,437,56,10,34,286,42,10,,,,,367.2,185,139,2.65,12,1103,453,80,14,No,No,AAC,1,0
Houston Baptist,43,17,26,0,1126,283,52,11,18,160,13,1,,,,,289,211,169,4.09,15,867,405,49,26,No,No,Southland,1,0
Howard,38,4,34,0,896,192,33,3,19,108,39,6,,,,,227,300,239,7.37,,681,317,76,5,No,No,MEAC,1,0
Idaho St.,45,18,27,0,1228,376,61,12,24,218,86,23,,,,,292.1,241,182,4.36,,877,388,99,16,No,No,Big Sky,1,0
Illinois,55,37,18,0,1485,455,80,11,44,311,57,16,,,,,367.2,226,160,3.05,,1103,488,70,19,At-large,No,Big Ten,5,0
Illinois St.,51,30,21,0,1387,422,71,7,55,278,10,9,,,,,332,216,171,3.61,12,996,586,64,24,No,No,MVC,1,0
Incarnate Word,53,13,40,0,1343,337,43,5,11,140,38,14,89,27,9,52,333.1,339,269,5.65,36,1000,306,91,8,No,No,Southland,1,0
Indiana,54,23,31,0,1394,379,71,7,23,209,41,17,,,,,343.2,226,192,3.91,10,1031,352,48,17,No,No,Big Ten,5,0
Indiana St.,53,24,29,0,1423,401,41,6,13,241,71,23,,,,,356,249,201,3.95,,1068,416,53,26,No,No,MVC,1,0
Iona,48,26,22,0,1276,340,52,5,39,203,16,8,,,,,316.1,171,145,3.21,15,949,286,32,7,No,No,MAAC,1,0
Iowa,51,19,32,0,1246,268,43,7,11,126,37,20,,,,,338.1,197,140,2.9,,1015,400,66,27,No,No,Big Ten,5,0
Iowa St.,58,23,35,0,1480,378,60,9,28,207,99,19,,,,,368,289,208,3.96,,1104,422,87,21,No,No,Big 12,4,2
IUPUI,52,23,29,0,1455,426,78,7,56,268,12,1,,,,,331,306,236,4.99,,993,392,78,16,No,No,Summit,1,0
Jackson St.,48,12,36,0,1199,349,53,16,10,190,81,21,,,,,283.1,420,304,7.51,,850,373,135,11,No,No,SWAC,1,0
Jacksonville,55,30,25,0,1436,394,63,3,28,258,113,18,,,,,367,218,177,3.38,,1101,518,62,20,No,No,Atlantic Sun,1,0
Jacksonville St.,50,40,10,0,1376,416,72,10,48,286,52,4,,,,,344,107,83,1.69,,1032,443,41,9,Auto,No,OVC,1,0
James Madison,56,50,6,0,1481,529,86,14,68,395,69,17,185,21,16,33,357,85,64,1.25,12,1071,352,39,12,Auto,No,CAA,1,0
Kansas,52,24,28,0,1354,379,61,3,38,229,39,7,,,,,344.1,200,174,3.54,,1033,468,44,10,No,No,Big 12,4,2
Kennesaw St.,54,36,18,0,1521,464,77,17,40,279,105,17,,,,,378.1,195,126,2.33,,1135,414,82,14,No,No,Atlantic Sun,1,0
Kent St.,58,32,26,0,1493,356,61,4,57,260,2,3,,,,,387.1,195,142,2.57,,1161,440,90,19,Auto,No,MAC,1,0
Kentucky,53,36,17,0,1404,401,61,2,40,217,78,19,,,,,363,145,120,2.31,,1089,498,51,19,At-large,No,SEC,13,8
La Salle,47,20,27,0,1148,287,46,4,26,177,22,9,,,,,301.1,241,200,4.65,15,904,307,47,5,No,No,Atlantic 10,1,0
La.-Monroe,58,30,28,0,1534,381,58,3,21,212,95,29,,,,,398.2,210,173,3.04,,1199,380,49,15,No,No,Sun Belt,2,0
Lafayette,41,13,28,0,983,211,35,2,8,88,28,10,,,,,265,193,169,4.46,,795,424,38,13,No,No,Patriot,1,0
Lamar University,56,28,28,0,1424,389,62,18,12,250,64,22,,,,,369,213,165,3.13,,1107,541,97,13,No,No,Southland,1,0
Lehigh,54,36,18,0,1473,426,60,8,20,250,77,11,,,,,362.2,184,148,2.86,,1088,431,61,14,Auto,No,Patriot,1,0
Liberty,60,38,22,0,1567,486,80,11,29,327,89,25,,,,,385.1,197,157,2.85,,1156,394,71,17,No,No,Big South,1,0
Lipscomb,56,36,20,0,1467,381,53,5,26,228,72,12,,,,,381,148,116,2.13,,1143,332,40,7,No,No,Atlantic Sun,1,0
LIU Brooklyn,52,20,32,0,1384,415,66,4,36,250,35,10,,,,,331.2,281,240,5.07,,995,454,57,14,No,No,Northeast,1,0
LMU (CA),51,20,31,0,1298,337,55,1,26,186,36,6,,,,,341.2,231,201,4.12,,1025,501,46,9,No,No,WCC,1,0
Long Beach St.,52,23,28,1,1357,322,46,10,15,138,19,7,,,,,359.2,225,188,3.66,,1079,407,60,15,No,No,Big West,1,0
Longwood,55,28,27,0,1388,327,60,4,28,192,47,15,,,,,370.1,187,144,2.72,,1111,337,67,13,Auto,No,Big South,1,0
Louisiana,51,45,6,0,1349,460,60,10,83,442,53,11,270,34,24,8,315.1,112,90,2,,946,347,37,13,Auto,No,Sun Belt,2,0
Louisiana Tech,59,37,22,0,1528,436,85,14,31,303,88,26,,,,,395.2,160,133,2.35,,1187,445,53,28,Auto,No,C-USA,3,0
Louisville,50,31,19,0,1381,411,75,5,28,260,22,3,,,,,335,196,131,2.74,,1005,447,76,15,No,No,ACC,3,1
Loyola Chicago,53,27,26,0,1345,300,44,6,16,156,30,12,,,,,364.2,163,125,2.4,,1094,593,73,17,No,No,MVC,1,0
LSU,59,41,18,0,1508,444,58,13,32,290,54,13,,,,,385.2,125,93,1.69,,1157,466,49,16,At-large,Yes,SEC,13,8
Maine,43,19,24,0,1111,288,30,7,30,163,37,12,,,,,269.2,221,166,4.31,,809,331,76,10,No,No,America East,1,0
Manhattan,55,34,21,0,1452,380,65,12,23,263,93,27,,,,,372.2,164,134,2.52,,1118,475,42,23,No,No,MAAC,1,0
Marist,59,37,22,0,1662,499,78,4,39,287,85,21,,,,,394.1,184,139,2.47,,1183,472,67,13,No,No,MAAC,1,0
Marshall,51,41,10,0,1353,428,69,12,40,271,157,29,,,,,340,140,108,2.22,,1020,301,58,12,At-large,No,C-USA,3,0
Maryland,51,11,39,1,1374,357,47,10,15,140,23,6,,,,,340,305,228,4.69,,1020,506,89,11,No,No,Big Ten,5,0
Massachusetts,53,29,24,0,1431,384,59,8,12,188,60,10,,,,,367.2,196,160,3.05,,1103,520,63,8,No,No,Atlantic 10,1,0
McNeese,58,42,16,0,1526,460,85,10,50,361,137,30,216,51,16,20,380,178,134,2.47,,1140,501,78,18,Auto,No,Southland,1,0
Memphis,56,29,27,0,1494,428,49,21,10,208,122,18,,,,,378.1,214,155,2.87,,1135,373,68,17,No,No,AAC,1,0
Mercer,57,26,31,0,1494,411,54,9,34,245,110,17,,,,,386.2,227,178,3.22,,1160,386,65,9,No,No,Southern,1,0
Miami (OH),53,29,24,0,1333,360,74,5,47,265,25,2,,,,,336,233,202,4.21,,1008,359,46,18,No,No,MAC,1,0
Michigan,53,41,11,1,1405,462,83,5,50,330,68,9,170,55,17,26,341,94,78,1.6,,1023,311,24,13,At-large,No,Big Ten,5,0
Michigan St.,53,31,22,0,1419,447,84,20,62,318,34,14,182,51,15,38,347,241,205,4.14,,1041,349,63,16,No,No,Big Ten,5,0
Middle Tenn.,49,19,30,0,1274,327,42,6,22,159,50,13,,,,,332.2,162,123,2.59,,998,445,55,13,No,No,C-USA,3,0
Minnesota,57,54,3,0,1522,530,99,9,65,422,40,10,267,37,19,13,358.1,86,62,1.21,,1075,417,49,10,Auto,No,Big Ten,5,0
Mississippi St.,56,36,20,0,1503,423,64,13,28,231,72,16,,,,,381,152,107,1.97,,1143,503,58,18,At-large,No,SEC,13,8
Mississippi Val.,46,13,33,0,1168,291,41,11,22,189,27,10,,,,,279.1,327,235,5.89,,838,373,86,3,No,No,SWAC,1,0
Missouri,55,29,26,0,1443,408,71,5,52,271,78,14,,,,,360.2,225,168,3.26,,1082,436,58,19,At-large,No,SEC,13,8
Missouri St.,49,23,26,0,1270,358,41,10,16,168,37,18,,,,,317.2,160,131,2.89,17,953,382,45,21,No,No,MVC,1,0
Monmouth,56,25,31,0,1478,381,87,6,34,220,23,5,,,,,381,239,175,3.22,,1143,421,67,4,No,No,MAAC,1,0
Montana,57,35,22,0,1570,448,71,11,28,264,33,9,,,,,389,208,176,3.17,,1167,470,52,11,Auto,No,Big Sky,1,0
Morehead St.,48,26,22,0,1200,310,38,11,43,183,30,9,,,,,313.2,172,132,2.95,,941,328,47,5,No,No,OVC,1,0
Morgan St.,46,23,23,0,1137,268,40,13,9,166,91,11,,,,,298,207,159,3.73,16,894,378,67,16,No,No,MEAC,1,0
Mt. St. Mary's,51,20,31,0,1350,396,75,8,41,248,33,15,,,,,323,265,199,4.31,,969,433,63,15,No,No,Northeast,1,0
Murray St.,53,35,18,0,1443,427,59,14,44,276,63,10,,,,,348,191,147,2.96,,1044,574,74,22,No,No,OVC,1,0
N.C. A&T,50,19,30,1,1340,342,55,7,14,179,49,18,,,,,334.2,245,188,3.93,,1004,422,95,9,No,No,MEAC,1,0
N.C. Central,43,13,30,0,970,203,37,5,12,110,43,17,,,,,258.2,242,181,4.9,,775,262,71,9,No,No,MEAC,1,0
NC State,56,18,38,0,1471,397,51,8,39,229,38,8,,,,,357.2,359,303,5.93,,1073,428,74,20,No,No,ACC,3,1
Nebraska,53,24,29,0,1381,373,71,4,32,225,36,13,,,,,346.1,285,216,4.37,,1039,475,77,22,No,No,Big Ten,5,0
Nevada,51,28,23,0,1382,401,66,12,30,264,34,10,,,,,337.1,274,227,4.71,,1012,382,63,12,No,No,MWC,2,0
New Mexico,50,20,30,0,1325,387,59,7,28,196,24,5,,,,,319.1,266,211,4.63,,958,446,72,16,No,No,MWC,2,0
New Mexico St.,52,29,23,0,1395,456,79,9,52,316,65,22,173,49,8,29,335.2,268,208,4.34,,1006,413,53,20,Auto,No,WAC,1,0
Niagara,45,19,26,0,1248,333,64,6,16,168,19,4,,,,,303.2,185,144,3.32,,911,355,65,7,No,No,MAAC,1,0
Nicholls St.,57,37,20,0,1492,427,50,13,19,250,60,12,,,,,375.2,164,136,2.53,,1127,311,51,9,No,No,Southland,1,0
Norfolk St.,36,12,24,0,912,227,34,0,22,117,9,5,,,,,229.2,183,149,4.54,,689,267,40,11,No,No,MEAC,1,0
North Carolina,57,38,19,0,1509,437,71,6,59,293,99,23,,,,,385.2,231,190,3.45,,1157,433,58,23,At-large,No,ACC,3,1
North Dakota,55,23,32,0,1378,330,62,5,32,178,38,5,,,,,352,244,182,3.62,,1056,520,75,18,No,No,Summit,1,0
North Dakota St.,59,28,31,0,1494,370,65,2,45,214,38,13,,,,,392.2,219,177,3.16,,1178,313,49,11,Auto,No,Summit,1,0
North Florida,58,31,27,0,1592,469,82,7,22,265,84,29,,,,,393.1,203,152,2.71,,1180,540,71,27,No,No,Atlantic Sun,1,0
North Texas,56,25,31,0,1414,352,59,9,32,188,69,16,,,,,362.2,272,223,4.3,,1088,353,54,16,No,No,C-USA,3,0
Northern Colo.,55,20,35,0,1373,328,60,7,37,197,44,9,,,,,346.1,280,218,4.41,,1039,553,79,10,No,No,Big Sky,1,0
Northern Ill.,54,33,21,0,1438,405,57,6,39,269,72,21,,,,,363.1,221,166,3.2,,1090,491,69,22,No,No,MAC,1,0
Northern Ky.,52,14,38,0,1350,338,65,3,31,173,27,6,,,,,338,303,245,5.07,,1014,383,69,18,No,No,Horizon,1,0
Northwestern,54,25,29,0,1406,364,62,7,14,224,88,14,,,,,362.1,234,179,3.46,,1087,413,66,22,No,No,Big Ten,5,0
Northwestern St.,57,23,33,1,1501,380,58,13,31,238,40,13,,,,,381.1,267,209,3.84,,1144,346,70,16,No,No,Southland,1,0
Notre Dame,54,33,21,0,1459,439,61,9,33,267,55,12,,,,,363.2,251,202,3.89,16,1091,417,62,22,At-large,No,ACC,3,1
Oakland,46,20,26,0,1212,314,54,9,13,157,13,6,,,,,307.2,167,125,2.84,,923,365,62,7,No,No,Horizon,1,0
Ohio,55,39,16,0,1484,424,84,8,36,259,55,22,,,,,371,134,109,2.06,,1112,264,36,9,No,No,MAC,1,0
Ohio St.,51,35,16,0,1365,400,55,9,61,275,54,4,,,,,336,173,117,2.44,,1008,440,45,16,At-large,No,Big Ten,5,0
Oklahoma,58,50,8,0,1573,502,86,7,52,378,99,20,188,54,14,24,384.2,100,84,1.53,,1154,397,31,17,Auto,Yes,Big 12,4,2
Oklahoma St.,58,35,23,0,1484,441,73,9,32,303,66,24,230,42,11,21,371.1,241,196,3.69,,1114,496,61,26,At-large,No,Big 12,4,2
Ole Miss,58,40,18,0,1540,453,51,13,29,294,99,19,,,,,387.2,139,117,2.11,,1163,526,43,26,Auto,No,SEC,13,8
Omaha,45,15,30,0,1163,320,48,6,30,176,37,12,,,,,283.1,255,201,4.97,,850,416,70,26,No,No,Summit,1,0
Oregon,53,47,6,0,1359,442,54,10,44,347,88,16,196,45,18,37,342.1,82,64,1.31,,1027,440,48,22,At-large,Yes,Pac-12,8,5
Oregon St.,53,28,25,0,1434,424,55,6,37,253,43,2,,,,,340,237,162,3.34,,1020,310,76,17,At-large,No,Pac-12,8,5
Pacific,51,27,24,0,1296,351,57,8,31,200,12,4,,,,,331.2,216,160,3.38,,995,479,72,23,No,No,WCC,1,0
Penn,40,22,18,0,1137,336,45,6,27,184,49,8,,,,,274.2,162,135,3.44,,824,274,37,5,No,No,Ivy,1,0
Penn St.,56,23,33,0,1417,363,56,8,24,201,27,10,,,,,362.2,284,220,4.25,,1088,431,73,9,No,No,Big Ten,5,0
Pittsburgh,47,24,23,0,1258,328,51,6,40,207,34,7,,,,,313.1,210,184,4.11,,940,495,37,21,No,No,ACC,3,1
Portland St.,45,9,36,0,1108,280,45,5,4,117,33,10,,,,,267,301,246,6.45,,801,243,70,12,No,No,Big Sky,1,0
Prairie View,48,20,28,0,1194,329,46,5,25,215,106,16,,,,,295.2,286,232,5.49,,886,421,66,7,No,No,SWAC,1,0
Presbyterian,50,18,32,0,1251,290,40,7,15,154,36,10,,,,,319,242,186,4.08,,957,370,58,10,No,No,Big South,1,0
